fit_id,score,priority,capacity_mw,age_years,location,age_score,capacity_score,efficiency_score,location_score,recommendations
746825,0.814,CRITICAL,0.015,20.79671457905544,Dumfries and Galloway - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
765084,0.814,CRITICAL,0.0025,20.04928131416838,Orkney Islands - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
765122,0.814,CRITICAL,0.006,22.63107460643395,East Ayrshire - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
765176,0.814,CRITICAL,0.005,20.468172484599588,Calderdale - Yorkshire and The Humber - England,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
765358,0.814,CRITICAL,0.006,21.467488021902806,Na h-Eileanan Siar - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
779886,0.814,CRITICAL,0.006,20.04928131416838,Carmarthenshire - Wales - Wales,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
779905,0.814,CRITICAL,0.006,20.134154688569474,Powys - Wales - Wales,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
780009,0.814,CRITICAL,0.006,22.409308692676248,Orkney Islands - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
780119,0.814,CRITICAL,0.0025,24.42984257357974,Inverclyde - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869163,0.814,CRITICAL,0.015,20.468172484599588,Aberdeen City - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869165,0.814,CRITICAL,0.006,20.88158795345654,Highland - Scotland - Scotland,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869342,0.814,CRITICAL,0.006,21.921971252566735,Cornwall - South West - England,0.8,1.0,0.571,0.8,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713797,0.804,CRITICAL,0.015,20.71457905544148,Stockton-on-Tees - North East - England,0.8,1.0,0.571,0.7,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743514,0.804,CRITICAL,0.02,23.21697467488022,County Durham - North East - England,0.8,1.0,0.571,0.7,Immediate repowering recommended - high ROI potential; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713801,0.784,HIGH,0.01,20.629705681040384,Rushcliffe - East Midlands - England,0.8,1.0,0.571,0.5,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746972,0.784,HIGH,0.015,20.59958932238193,East Northamptonshire - East Midlands - England,0.8,1.0,0.571,0.5,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
621945,0.764,HIGH,0.006,21.467488021902806,Mendip - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
623873,0.764,HIGH,0.006,20.060232717316907,Buckinghamshire - South East - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
623880,0.764,HIGH,0.006,20.060232717316907,Buckinghamshire - South East - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
623884,0.764,HIGH,0.006,23.515400410677618,Folkestone and Hythe - South East - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
623924,0.764,HIGH,0.006,20.369609856262834,East Lindsey - East Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
687102,0.764,HIGH,0.005,21.13347022587269,Rushcliffe - East Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
688353,0.764,HIGH,0.006,23.71526351813826,Newark and Sherwood - East Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714470,0.764,HIGH,0.006,20.725530458590008,North East Derbyshire - East Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714787,0.764,HIGH,0.006,21.31416837782341,Herefordshire- County of - West Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743887,0.764,HIGH,0.0025,21.12251882272416,Mendip - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746878,0.764,HIGH,0.004,24.9637234770705,Torridge - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746895,0.764,HIGH,0.006,20.54483230663929,Dover - South East - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
747032,0.764,HIGH,0.0025,21.467488021902806,Broadland - East of England - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
747043,0.764,HIGH,0.0025,21.215605749486652,South Norfolk - East of England - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
765087,0.764,HIGH,0.005,20.468172484599588,Teignbridge - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
780094,0.764,HIGH,0.005,24.04928131416838,Somerset West and Taunton - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869200,0.764,HIGH,0.006,21.215605749486652,East Suffolk - East of England - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869280,0.764,HIGH,0.015,20.134154688569474,East Staffordshire - West Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869392,0.764,HIGH,0.005,20.88158795345654,Newark and Sherwood - East Midlands - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
869405,0.764,HIGH,0.006,23.055441478439427,South Somerset - South West - England,0.8,1.0,0.571,0.3,Schedule for repowering within 12-18 months; Turbine approaching end of design life; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
1171,0.734,HIGH,0.1,15.534565366187543,West Lothian - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
1174,0.734,HIGH,0.1,15.266255989048597,South Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
1617,0.734,HIGH,0.006,15.698836413415469,Powys - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
1757,0.734,HIGH,0.015,15.403148528405202,Stirling - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
2012,0.734,HIGH,0.015,15.457905544147843,East Renfrewshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
2033,0.734,HIGH,0.005,15.542778918548938,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
2230,0.734,HIGH,0.006,15.671457905544148,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
2231,0.734,HIGH,0.0028,16.0,Scottish Borders - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
2255,0.734,HIGH,0.005,15.323750855578371,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
3156,0.734,HIGH,0.006,15.520876112251882,Leeds - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
3177,0.734,HIGH,0.006,15.901437371663244,West Devon - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
3257,0.734,HIGH,0.011,15.304585900068446,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
3278,0.734,HIGH,0.006,15.271731690622861,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
3669,0.734,HIGH,0.005,15.211498973305956,Na h-Eileanan Siar - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4100,0.734,HIGH,0.011,15.271731690622861,Ryedale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4102,0.734,HIGH,0.006,15.255304585900069,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4110,0.734,HIGH,0.003,15.772758384668036,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4120,0.734,HIGH,0.015,15.195071868583161,Perth and Kinross - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4122,0.734,HIGH,0.015,15.236139630390143,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4156,0.734,HIGH,0.005,15.28268309377139,Sheffield - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4164,0.734,HIGH,0.006,15.233401779603012,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4304,0.734,HIGH,0.015,15.219712525667351,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4440,0.734,HIGH,0.006,15.211498973305956,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4466,0.734,HIGH,0.015,15.236139630390143,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4620,0.734,HIGH,0.1,15.38945927446954,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
4852,0.734,HIGH,0.055,15.43874058863792,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5241,0.734,HIGH,0.005,15.890485968514716,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5258,0.734,HIGH,0.006,15.403148528405202,Gwynedd - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5290,0.734,HIGH,0.005,15.449691991786448,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5304,0.734,HIGH,0.0025,15.693360711841205,City of Edinburgh - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5469,0.734,HIGH,0.006,15.159479808350445,Scottish Borders - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5591,0.734,HIGH,0.005,15.132101300479125,Scottish Borders - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5715,0.734,HIGH,0.0025,15.121149897330595,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5895,0.734,HIGH,0.006,15.381245722108146,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5903,0.734,HIGH,0.005,15.67419575633128,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
5908,0.734,HIGH,0.006,15.411362080766597,Powys - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6005,0.734,HIGH,0.005,15.304585900068446,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6055,0.734,HIGH,0.015,15.271731690622861,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6352,0.734,HIGH,0.015,15.482546201232033,Angus - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6353,0.734,HIGH,0.006,15.449691991786448,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6397,0.734,HIGH,0.011,15.383983572895277,East Riding of Yorkshire - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6447,0.734,HIGH,0.006,15.745379876796715,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6521,0.734,HIGH,0.006,15.863107460643395,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6583,0.734,HIGH,0.013699999999999999,15.408624229979466,South Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6690,0.734,HIGH,0.011,15.249828884325805,Ryedale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6744,0.734,HIGH,0.02,15.38945927446954,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6775,0.734,HIGH,0.011,15.132101300479125,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6789,0.734,HIGH,0.015,15.83025325119781,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6855,0.734,HIGH,0.015,15.093771389459274,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6872,0.734,HIGH,0.006,16.021902806297057,East Renfrewshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6880,0.734,HIGH,0.005,15.277207392197125,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6888,0.734,HIGH,0.022,15.159479808350445,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6895,0.734,HIGH,0.01499,15.071868583162217,Harrogate - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6970,0.734,HIGH,0.02999,15.044490075290897,Harrogate - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
6988,0.734,HIGH,0.005,15.041752224503764,Flintshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
7031,0.734,HIGH,0.011,15.364818617385353,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
7090,0.734,HIGH,0.022,15.575633127994525,Scarborough - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
7184,0.734,HIGH,0.011,15.017111567419576,Harrogate - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
